coll_rate,avg_spd,spd_std_dev,avg_acc,acc_std_dev,coll
0.0,25.9257524765984,1.490044187865431,0.14975507552119596,1.490044187865431,0
0.0,12.143892034678336,7.1610250938355255,-0.027080849242732602,3.2197521624914356,0
0.0,9.153983772750703,2.9174587749928627,-0.043630069517763576,2.3773139459110983,0
0.0,10.599487872840577,5.282656067430822,0.011910158478029923,2.4197811511941882,0
0.0,12.903289756196223,7.058657631410409,-0.04255991245320314,2.388205495295173,0
0.0,12.542212942800823,7.890010995146052,-0.05286274533974964,2.3763688064308948,0
0.0,11.97448794905605,7.167698330898437,-0.011951742808799973,2.521235523460336,0
0.0,10.213274759363946,5.679095607805653,-0.03712146244011819,2.7888762550890895,0
0.0,15.59571303297909,9.869364011752962,0.17799177928849766,3.4241809561108196,0
0.0,9.180793803928031,3.7876666784228017,-0.0366708180299031,2.337526883976224,0
0.0,12.759961540667748,6.979758470292367,-0.00855925767249655,2.9525160677947286,0
0.0,9.580923651028634,3.915920793451037,-0.015871767597855104,2.57337426767636,0
